ageem.id,state,municipality,tax.dap.min.range,tax.dap.max.range,tax.dap.avg.range,tax.dap.method,tax.dap.percent,tax.dap.value
16088,Michoacan de Ocampo,Tarimbaro,7.6,966.63,487.115,Range,,487.115
16089,Michoacan de Ocampo,Tepalcatepec,7.6,966.63,487.115,Range,,487.115
16090,Michoacan de Ocampo,Tingambato,7.6,966.63,487.115,Range,,487.115
16091,Michoacan de Ocampo,Tinguindin,7.6,966.63,487.115,Range,,487.115
16092,Michoacan de Ocampo,Tiquicheo de Nicolas Romero,7.6,966.63,487.115,Range,,487.115
16093,Michoacan de Ocampo,Tlalpujahua,7.6,966.63,487.115,Range,,487.115
16094,Michoacan de Ocampo,Tlazazalca,7.6,966.63,487.115,Range,,487.115
16095,Michoacan de Ocampo,Tocumbo,7.6,966.63,487.115,Range,,487.115
16096,Michoacan de Ocampo,Tumbiscatio,7.6,966.63,487.115,Range,,487.115
16097,Michoacan de Ocampo,Turicato,7.6,966.63,487.115,Range,,487.115
16098,Michoacan de Ocampo,Tuxpan,7.6,966.63,487.115,Range,,487.115
16099,Michoacan de Ocampo,Tuzantla,7.6,966.63,487.115,Range,,487.115
16100,Michoacan de Ocampo,Tzintzuntzan,7.6,966.63,487.115,Range,,487.115
16101,Michoacan de Ocampo,Tzitzio,7.6,966.63,487.115,Range,,487.115
16102,Michoacan de Ocampo,Uruapan,7.6,966.63,487.115,Range,,487.115
16103,Michoacan de Ocampo,Venustiano Carranza,7.6,966.63,487.115,Range,,487.115
16104,Michoacan de Ocampo,Villamar,7.6,966.63,487.115,Range,,487.115
16105,Michoacan de Ocampo,Vista Hermosa,7.6,966.63,487.115,Range,,487.115
16106,Michoacan de Ocampo,Yurecuaro,7.6,966.63,487.115,Range,,487.115
16107,Michoacan de Ocampo,Zacapu,7.6,966.63,487.115,Range,,487.115
16108,Michoacan de Ocampo,Zamora,7.6,966.63,487.115,Range,,487.115
16109,Michoacan de Ocampo,Zinaparo,7.6,966.63,487.115,Range,,487.115
16110,Michoacan de Ocampo,Zinapecuaro,7.6,966.63,487.115,Range,,487.115
16111,Michoacan de Ocampo,Ziracuaretiro,7.6,966.63,487.115,Range,,487.115
16112,Michoacan de Ocampo,Zitacuaro,7.6,966.63,487.115,Range,,487.115
16113,Michoacan de Ocampo,Jose Sixto Verduzco,7.6,966.63,487.115,Range,,487.115
17001,Morelos,Amacuzac,0.07,0.1,0.085,Range.percent,0.085,
17002,Morelos,Atlatlahucan,0.07,0.1,0.085,Range.percent,0.085,
17003,Morelos,Axochiapan,0.07,0.1,0.085,Range.percent,0.085,
17004,Morelos,Ayala,0.07,0.1,0.085,Range.percent,0.085,
17005,Morelos,Coatlan del Rio,0.07,0.1,0.085,Range.percent,0.085,
17006,Morelos,Cuautla,0.07,0.1,0.085,Range.percent,0.085,
17007,Morelos,Cuernavaca,0.07,0.1,0.085,Range.percent,0.085,
17008,Morelos,Emiliano Zapata,0.07,0.1,0.085,Range.percent,0.085,
17009,Morelos,Huitzilac,0.07,0.1,0.085,Range.percent,0.085,
17010,Morelos,Jantetelco,0.07,0.1,0.085,Range.percent,0.085,
17011,Morelos,Jiutepec,0.07,0.1,0.085,Range.percent,0.085,
17012,Morelos,Jojutla,0.07,0.1,0.085,Range.percent,0.085,
17013,Morelos,Jonacatepec,0.07,0.1,0.085,Range.percent,0.085,
17014,Morelos,Mazatepec,0.07,0.1,0.085,Range.percent,0.085,
17015,Morelos,Miacatlan,0.07,0.1,0.085,Range.percent,0.085,
17016,Morelos,Ocuituco,0.07,0.1,0.085,Range.percent,0.085,
17017,Morelos,Puente de Ixtla,0.07,0.1,0.085,Range.percent,0.085,
17018,Morelos,Temixco,0.07,0.1,0.085,Range.percent,0.085,
17019,Morelos,Tepalcingo,0.07,0.1,0.085,Range.percent,0.085,
17020,Morelos,Tepoztlan,0.07,0.1,0.085,Range.percent,0.085,
17021,Morelos,Tetecala,0.07,0.1,0.085,Range.percent,0.085,
17022,Morelos,Tetela del Volcan,0.07,0.1,0.085,Range.percent,0.085,
17023,Morelos,Tlalnepantla,0.07,0.1,0.085,Range.percent,0.085,
17024,Morelos,Tlaltizapan,0.07,0.1,0.085,Range.percent,0.085,
17025,Morelos,Tlaquiltenango,0.07,0.1,0.085,Range.percent,0.085,
17026,Morelos,Tlayacapan,0.07,0.1,0.085,Range.percent,0.085,
17027,Morelos,Totolapan,0.07,0.1,0.085,Range.percent,0.085,
17028,Morelos,Xochitepec,0.07,0.1,0.085,Range.percent,0.085,
17029,Morelos,Yautepec,0.07,0.1,0.085,Range.percent,0.085,
17030,Morelos,Yecapixtla,0.07,0.1,0.085,Range.percent,0.085,
17031,Morelos,Zacatepec,0.07,0.1,0.085,Range.percent,0.085,
17032,Morelos,Zacualpan,0.07,0.1,0.085,Range.percent,0.085,
17033,Morelos,Temoac,0.07,0.1,0.085,Range.percent,0.085,
18001,Nayarit,Acaponeta,,,,,,
18002,Nayarit,Ahuacatlan,,,,,,
18003,Nayarit,Amatlan de Canas,,,,,,
18004,Nayarit,Compostela,,,,,,
18005,Nayarit,Huajicori,,,,,,
18006,Nayarit,Ixtlan del Rio,,,,,,
18007,Nayarit,Jala,,,,,,
18008,Nayarit,Xalisco,,,,,,
18009,Nayarit,Del Nayar,,,,,,
18010,Nayarit,Rosamorada,,,,,,
18011,Nayarit,Ruiz,,,,,,
18012,Nayarit,San Blas,,,,,,
18013,Nayarit,San Pedro Lagunillas,,,,,,
18014,Nayarit,Santa Maria del Oro,,,,,,
18015,Nayarit,Santiago Ixcuintla,,,,,,
18016,Nayarit,Tecuala,,,,,,
18017,Nayarit,Tepic,,,,,,
18018,Nayarit,Tuxpan,,,,,,
18019,Nayarit,La Yesca,,,,,,
18020,Nayarit,Bahia de Banderas,,,,,,
19001,Nuevo Leon,Abasolo,,,,,,
19002,Nuevo Leon,Agualeguas,,,,,,
19003,Nuevo Leon,Los Aldamas,,,,,,
19004,Nuevo Leon,Allende,,,,,,
19005,Nuevo Leon,Anahuac,,,,,,
19006,Nuevo Leon,Apodaca,,,,,,
19007,Nuevo Leon,Aramberri,,,,,,
19008,Nuevo Leon,Bustamante,,,,,,
19009,Nuevo Leon,Cadereyta Jimenez,,,,,,
19010,Nuevo Leon,Carmen,,,,,,
19011,Nuevo Leon,Cerralvo,,,,,,
19012,Nuevo Leon,Cienega de Flores,,,,,,
19013,Nuevo Leon,China,,,,,,
19014,Nuevo Leon,Dr. Arroyo,,,,,,
19015,Nuevo Leon,Dr. Coss,,,,,,
19016,Nuevo Leon,Dr. Gonzalez,,,,,,
19017,Nuevo Leon,Galeana,,,,,,
19018,Nuevo Leon,Garcia,,,,,,
19019,Nuevo Leon,San Pedro Garza Garcia,,,,,,
19020,Nuevo Leon,Gral. Bravo,,,,,,
19021,Nuevo Leon,Gral. Escobedo,,,,,,
19022,Nuevo Leon,Gral. Teran,,,,,,
19023,Nuevo Leon,Gral. Trevino,,,,,,
19024,Nuevo Leon,Gral. Zaragoza,,,,,,
19025,Nuevo Leon,Gral. Zuazua,,,,,,
19026,Nuevo Leon,Guadalupe,,,,,,
19027,Nuevo Leon,Los Herreras,,,,,,
19028,Nuevo Leon,Higueras,,,,,,
19029,Nuevo Leon,Hualahuises,,,,,,
19030,Nuevo Leon,Iturbide,,,,,,
19031,Nuevo Leon,Juarez,,,,,,
19032,Nuevo Leon,Lampazos de Naranjo,,,,,,
19033,Nuevo Leon,Linares,,,,,,
19034,Nuevo Leon,Marin,,,,,,
19035,Nuevo Leon,Melchor Ocampo,,,,,,
19036,Nuevo Leon,Mier y Noriega,,,,,,
19037,Nuevo Leon,Mina,,,,,,
19038,Nuevo Leon,Montemorelos,,,,,,
19039,Nuevo Leon,Monterrey,,,,,,
19040,Nuevo Leon,Paras,,,,,,
19041,Nuevo Leon,Pesqueria,,,,,,
19042,Nuevo Leon,Los Ramones,,,,,,
19043,Nuevo Leon,Rayones,,,,,,
19044,Nuevo Leon,Sabinas Hidalgo,,,,,,
19045,Nuevo Leon,Salinas Victoria,,,,,,
19046,Nuevo Leon,San Nicolas de los Garza,,,,,,
19047,Nuevo Leon,Hidalgo,,,,,,
19048,Nuevo Leon,Santa Catarina,,,,,,
19049,Nuevo Leon,Santiago,,,,,,
19050,Nuevo Leon,Vallecillo,,,,,,
19051,Nuevo Leon,Villaldama,,,,,,
20001,Oaxaca,Abejones,,,,Percent,0.05,
20002,Oaxaca,Acatlan de Perez Figueroa,,,,,,
20003,Oaxaca,Asuncion Cacalotepec,,,,Percent,0.05,
20004,Oaxaca,Asuncion Cuyotepeji,,,,Percent,0.05,
20005,Oaxaca,Asuncion Ixtaltepec,,,,Percent,0.05,
20006,Oaxaca,Asuncion Nochixtlan,,,,Percent,0.05,
20007,Oaxaca,Asuncion Ocotlan,,,,Percent,0.05,
20008,Oaxaca,Asuncion Tlacolulita,,,,Percent,0.05,
20009,Oaxaca,Ayotzintepec,,,,Percent,0.05,
20010,Oaxaca,El Barrio de la Soledad,,,,Percent,0.05,
20011,Oaxaca,Calihuala,,,,Percent,0.05,
20012,Oaxaca,Candelaria Loxicha,,,,Percent,0.05,
20013,Oaxaca,Cienega de Zimatlan,,,,Percent,0.05,
20014,Oaxaca,Ciudad Ixtepec,,,,Percent,0.05,
20015,Oaxaca,Coatecas Altas,,,,Percent,0.05,
20016,Oaxaca,Coicoyan de las Flores,,,,Percent,0.05,
20017,Oaxaca,La Compania,,,,Percent,0.05,
20018,Oaxaca,Concepcion Buenavista,,,,Percent,0.05,
20019,Oaxaca,Concepcion Papalo,,,,Percent,0.05,
20020,Oaxaca,Constancia del Rosario,,,,Percent,0.05,
20021,Oaxaca,Cosolapa,,,,,,
20022,Oaxaca,Cosoltepec,,,,Percent,0.05,
20023,Oaxaca,Cuilapam de Guerrero,,,,Percent,0.05,
20024,Oaxaca,Cuyamecalco Villa de Zaragoza,,,,Percent,0.05,
20025,Oaxaca,Chahuites,,,,Percent,0.05,
20026,Oaxaca,Chalcatongo de Hidalgo,,,,Percent,0.05,
20027,Oaxaca,Chiquihuitlan de Benito Juarez,,,,Percent,0.05,
20028,Oaxaca,Heroica Ciudad de Ejutla de Crespo,,,,Percent,0.05,
20029,Oaxaca,Eloxochitlan de Flores Magon,,,,Percent,0.05,
20030,Oaxaca,El Espinal,,,,Percent,0.05,
20031,Oaxaca,Tamazulapam del Espiritu Santo,,,,Percent,0.05,
20032,Oaxaca,Fresnillo de Trujano,,,,Percent,0.05,
20033,Oaxaca,Guadalupe Etla,,,,Percent,0.05,
20034,Oaxaca,Guadalupe de Ramirez,,,,Percent,0.05,
20035,Oaxaca,Guelatao de Juarez,,,,Percent,0.05,
20036,Oaxaca,Guevea de Humboldt,,,,Percent,0.05,
20037,Oaxaca,Mesones Hidalgo,,,,Percent,0.05,
20038,Oaxaca,Villa Hidalgo,,,,Percent,0.05,
20039,Oaxaca,Heroica Ciudad de Huajuapan de Leon,,,,Percent,0.05,
20040,Oaxaca,Huautepec,,,,Percent,0.05,
20041,Oaxaca,Huautla de Jimenez,,,,Percent,0.05,
20042,Oaxaca,Ixtlan de Juarez,,,,Percent,0.05,
20043,Oaxaca,Heroica Ciudad de Juchitan de Zaragoza,,,,Percent,0.05,
20044,Oaxaca,Loma Bonita,,,,Percent,0.05,
20045,Oaxaca,Magdalena Apasco,,,,Percent,0.05,
20046,Oaxaca,Magdalena Jaltepec,,,,Percent,0.05,
20047,Oaxaca,Santa Magdalena Jicotlan,,,,Percent,0.05,
20048,Oaxaca,Magdalena Mixtepec,,,,Percent,0.05,
20049,Oaxaca,Magdalena Ocotlan,,,,Percent,0.05,
20050,Oaxaca,Magdalena Penasco,,,,Percent,0.05,
20051,Oaxaca,Magdalena Teitipac,,,,Percent,0.05,
20052,Oaxaca,Magdalena Tequisistlan,,,,Percent,0.05,
20053,Oaxaca,Magdalena Tlacotepec,,,,Percent,0.05,
20054,Oaxaca,Magdalena Zahuatlan,,,,Percent,0.05,
20055,Oaxaca,Mariscala de Juarez,,,,Percent,0.05,
20056,Oaxaca,Martires de Tacubaya,,,,Percent,0.05,
20057,Oaxaca,Matias Romero Avendano,,,,Percent,0.05,
20058,Oaxaca,Mazatlan Villa de Flores,,,,Percent,0.05,
20059,Oaxaca,Miahuatlan de Porfirio Diaz,,,,Percent,0.05,
20060,Oaxaca,Mixistlan de la Reforma,,,,Percent,0.05,
20061,Oaxaca,Monjas,,,,Percent,0.05,
20062,Oaxaca,Natividad,,,,Percent,0.05,
20063,Oaxaca,Nazareno Etla,,,,Percent,0.05,
20064,Oaxaca,Nejapa de Madero,,,,Percent,0.05,
20065,Oaxaca,Ixpantepec Nieves,,,,Percent,0.05,
20066,Oaxaca,Santiago Niltepec,,,,Percent,0.05,
20067,Oaxaca,Oaxaca de Juarez,,,,Percent,0.05,
20068,Oaxaca,Ocotlan de Morelos,,,,Percent,0.05,
20069,Oaxaca,La Pe,,,,Percent,0.05,
20070,Oaxaca,Pinotepa de Don Luis,,,,Percent,0.05,
20071,Oaxaca,Pluma Hidalgo,,,,Percent,0.05,
20072,Oaxaca,San Jose del Progreso,,,,Percent,0.05,
20073,Oaxaca,Putla Villa de Guerrero,,,,Percent,0.05,
20074,Oaxaca,Santa Catarina Quioquitani,,,,Percent,0.05,
20075,Oaxaca,Reforma de Pineda,,,,Percent,0.05,
20076,Oaxaca,La Reforma,,,,Percent,0.05,
20077,Oaxaca,Reyes Etla,,,,Percent,0.05,
20078,Oaxaca,Rojas de Cuauhtemoc,,,,Percent,0.05,
20079,Oaxaca,Salina Cruz,,,,Percent,0.05,
20080,Oaxaca,San Agustin Amatengo,,,,Percent,0.05,
20081,Oaxaca,San Agustin Atenango,,,,Percent,0.05,
20082,Oaxaca,San Agustin Chayuco,,,,Percent,0.05,
20083,Oaxaca,San Agustin de las Juntas,,,,Percent,0.05,
20084,Oaxaca,San Agustin Etla,,,,Percent,0.05,
20085,Oaxaca,San Agustin Loxicha,,,,Percent,0.05,
20086,Oaxaca,San Agustin Tlacotepec,,,,Percent,0.05,
20087,Oaxaca,San Agustin Yatareni,,,,Percent,0.05,
20088,Oaxaca,San Andres Cabecera Nueva,,,,Percent,0.05,
20089,Oaxaca,San Andres Dinicuiti,,,,Percent,0.05,
20090,Oaxaca,San Andres Huaxpaltepec,,,,Percent,0.05,
20091,Oaxaca,San Andres Huayapam,,,,Percent,0.05,
20092,Oaxaca,San Andres Ixtlahuaca,,,,Percent,0.05,
20093,Oaxaca,San Andres Lagunas,,,,Percent,0.05,
20094,Oaxaca,San Andres Nuxino,,,,Percent,0.05,
20095,Oaxaca,San Andres Paxtlan,,,,Percent,0.05,
20096,Oaxaca,San Andres Sinaxtla,,,,Percent,0.05,
20097,Oaxaca,San Andres Solaga,,,,Percent,0.05,
20098,Oaxaca,San Andres Teotilalpam,,,,Percent,0.05,
20099,Oaxaca,San Andres Tepetlapa,,,,Percent,0.05,
20100,Oaxaca,San Andres Yaa,,,,Percent,0.05,
20101,Oaxaca,San Andres Zabache,,,,Percent,0.05,
20102,Oaxaca,San Andres Zautla,,,,Percent,0.05,
20103,Oaxaca,San Antonino Castillo Velasco,,,,Percent,0.05,
20104,Oaxaca,San Antonino el Alto,,,,Percent,0.05,
20105,Oaxaca,San Antonino Monte Verde,,,,Percent,0.05,
20106,Oaxaca,San Antonio Acutla,,,,Percent,0.05,
20107,Oaxaca,San Antonio de la Cal,,,,Percent,0.05,
20108,Oaxaca,San Antonio Huitepec,,,,Percent,0.05,
20109,Oaxaca,San Antonio Nanahuatipam,,,,Percent,0.05,
20110,Oaxaca,San Antonio Sinicahua,,,,Percent,0.05,
20111,Oaxaca,San Antonio Tepetlapa,,,,Percent,0.05,
20112,Oaxaca,San Baltazar Chichicapam,,,,Percent,0.05,
20113,Oaxaca,San Baltazar Loxicha,,,,Percent,0.05,
20114,Oaxaca,San Baltazar Yatzachi el Bajo,,,,Percent,0.05,
20115,Oaxaca,San Bartolo Coyotepec,,,,Percent,0.05,
20116,Oaxaca,San Bartolome Ayautla,,,,Percent,0.05,
20117,Oaxaca,San Bartolome Loxicha,,,,Percent,0.05,
20118,Oaxaca,San Bartolome Quialana,,,,Percent,0.05,
20119,Oaxaca,San Bartolome Yucuane,,,,Percent,0.05,
20120,Oaxaca,San Bartolome Zoogocho,,,,Percent,0.05,
20121,Oaxaca,San Bartolo Soyaltepec,,,,Percent,0.05,
20122,Oaxaca,San Bartolo Yautepec,,,,Percent,0.05,
20123,Oaxaca,San Bernardo Mixtepec,,,,Percent,0.05,
20124,Oaxaca,San Blas Atempa,,,,Percent,0.05,
20125,Oaxaca,San Carlos Yautepec,,,,Percent,0.05,
20126,Oaxaca,San Cristobal Amatlan,,,,Percent,0.05,
20127,Oaxaca,San Cristobal Amoltepec,,,,Percent,0.05,
20128,Oaxaca,San Cristobal Lachirioag,,,,Percent,0.05,
20129,Oaxaca,San Cristobal Suchixtlahuaca,,,,Percent,0.05,
20130,Oaxaca,San Dionisio del Mar,,,,Percent,0.05,
20131,Oaxaca,San Dionisio Ocotepec,,,,Percent,0.05,
20132,Oaxaca,San Dionisio Ocotlan,,,,Percent,0.05,
20133,Oaxaca,San Esteban Atatlahuca,,,,Percent,0.05,
20134,Oaxaca,San Felipe Jalapa de Diaz,,,,Percent,0.05,
20135,Oaxaca,San Felipe Tejalapam,,,,Percent,0.05,
20136,Oaxaca,San Felipe Usila,,,,Percent,0.05,
20137,Oaxaca,San Francisco Cahuacua,,,,Percent,0.05,
20138,Oaxaca,San Francisco Cajonos,,,,Percent,0.05,
20139,Oaxaca,San Francisco Chapulapa,,,,Percent,0.05,
20140,Oaxaca,San Francisco Chindua,,,,Percent,0.05,
20141,Oaxaca,San Francisco del Mar,,,,Percent,0.05,
20142,Oaxaca,San Francisco Huehuetlan,,,,Percent,0.05,
20143,Oaxaca,San Francisco Ixhuatan,,,,Percent,0.05,
20144,Oaxaca,San Francisco Jaltepetongo,,,,Percent,0.05,
20145,Oaxaca,San Francisco Lachigolo,,,,Percent,0.05,
20146,Oaxaca,San Francisco Logueche,,,,Percent,0.05,
20147,Oaxaca,San Francisco Nuxano,,,,Percent,0.05,
20148,Oaxaca,San Francisco Ozolotepec,,,,Percent,0.05,
20149,Oaxaca,San Francisco Sola,,,,Percent,0.05,
20150,Oaxaca,San Francisco Telixtlahuaca,,,,Percent,0.05,
20151,Oaxaca,San Francisco Teopan,,,,Percent,0.05,
20152,Oaxaca,San Francisco Tlapancingo,,,,Percent,0.05,
20153,Oaxaca,San Gabriel Mixtepec,,,,Percent,0.05,
20154,Oaxaca,San Ildefonso Amatlan,,,,Percent,0.05,
20155,Oaxaca,San Ildefonso Sola,,,,Percent,0.05,
20156,Oaxaca,San Ildefonso Villa Alta,,,,Percent,0.05,
20157,Oaxaca,San Jacinto Amilpas,,,,Percent,0.05,
20158,Oaxaca,San Jacinto Tlacotepec,,,,Percent,0.05,
20159,Oaxaca,San Jeronimo Coatlan,,,,Percent,0.05,
20160,Oaxaca,San Jeronimo Silacayoapilla,,,,Percent,0.05,
20161,Oaxaca,San Jeronimo Sosola,,,,Percent,0.05,
20162,Oaxaca,San Jeronimo Taviche,,,,Percent,0.05,
20163,Oaxaca,San Jeronimo Tecoatl,,,,Percent,0.05,
20164,Oaxaca,San Jorge Nuchita,,,,Percent,0.05,
20165,Oaxaca,San Jose Ayuquila,,,,Percent,0.05,
20166,Oaxaca,San Jose Chiltepec,,,,Percent,0.05,
20167,Oaxaca,San Jose del Penasco,,,,Percent,0.05,
20168,Oaxaca,San Jose Estancia Grande,,,,Percent,0.05,
20169,Oaxaca,San Jose Independencia,,,,,,
20170,Oaxaca,San Jose Lachiguiri,,,,Percent,0.05,
20171,Oaxaca,San Jose Tenango,,,,Percent,0.05,
20172,Oaxaca,San Juan Achiutla,,,,Percent,0.05,
20173,Oaxaca,San Juan Atepec,,,,Percent,0.05,
20174,Oaxaca,Animas Trujano,,,,Percent,0.05,
20175,Oaxaca,San Juan Bautista Atatlahuca,,,,Percent,0.05,
20176,Oaxaca,San Juan Bautista Coixtlahuaca,,,,Percent,0.05,
20177,Oaxaca,San Juan Bautista Cuicatlan,,,,Percent,0.05,
20178,Oaxaca,San Juan Bautista Guelache,,,,Percent,0.05,
20179,Oaxaca,San Juan Bautista Jayacatlan,,,,Percent,0.05,
20180,Oaxaca,San Juan Bautista Lo de Soto,,,,Percent,0.05,
20181,Oaxaca,San Juan Bautista Suchitepec,,,,Percent,0.05,
20182,Oaxaca,San Juan Bautista Tlacoatzintepec,,,,Percent,0.05,
20183,Oaxaca,San Juan Bautista Tlachichilco,,,,Percent,0.05,
20184,Oaxaca,San Juan Bautista Tuxtepec,,,,Percent,0.05,
20185,Oaxaca,San Juan Cacahuatepec,,,,Percent,0.05,
20186,Oaxaca,San Juan Cieneguilla,,,,Percent,0.05,
20187,Oaxaca,San Juan Coatzospam,,,,Percent,0.05,
20188,Oaxaca,San Juan Colorado,,,,Percent,0.05,
20189,Oaxaca,San Juan Comaltepec,,,,Percent,0.05,
20190,Oaxaca,San Juan Cotzocon,,,,Percent,0.05,
20191,Oaxaca,San Juan Chicomezuchil,,,,Percent,0.05,
20192,Oaxaca,San Juan Chilateca,,,,Percent,0.05,
20193,Oaxaca,San Juan del Estado,,,,Percent,0.05,
20194,Oaxaca,San Juan del Rio,,,,Percent,0.05,
20195,Oaxaca,San Juan Diuxi,,,,Percent,0.05,
20196,Oaxaca,San Juan Evangelista Analco,,,,Percent,0.05,
20197,Oaxaca,San Juan Guelavia,,,,Percent,0.05,
20198,Oaxaca,San Juan Guichicovi,,,,Percent,0.05,
20199,Oaxaca,San Juan Ihualtepec,,,,Percent,0.05,
20200,Oaxaca,San Juan Juquila Mixes,,,,Percent,0.05,
20201,Oaxaca,San Juan Juquila Vijanos,,,,Percent,0.05,
20202,Oaxaca,San Juan Lachao,,,,Percent,0.05,
20203,Oaxaca,San Juan Lachigalla,,,,Percent,0.05,
20204,Oaxaca,San Juan Lajarcia,,,,Percent,0.05,
20205,Oaxaca,San Juan Lalana,,,,Percent,0.05,
20206,Oaxaca,San Juan de los Cues,,,,Percent,0.05,
20207,Oaxaca,San Juan Mazatlan,,,,Percent,0.05,
20208,Oaxaca,San Juan Mixtepec,,,,Percent,0.05,
20208,Oaxaca,San Juan Mixtepec,,,,Percent,0.05,
20210,Oaxaca,San Juan Numi,,,,Percent,0.05,
20211,Oaxaca,San Juan Ozolotepec,,,,Percent,0.05,
20212,Oaxaca,San Juan Petlapa,,,,Percent,0.05,
20213,Oaxaca,San Juan Quiahije,,,,Percent,0.05,
20214,Oaxaca,San Juan Quiotepec,,,,Percent,0.05,
20215,Oaxaca,San Juan Sayultepec,,,,Percent,0.05,
20216,Oaxaca,San Juan Tabaa,,,,Percent,0.05,
20217,Oaxaca,San Juan Tamazola,,,,Percent,0.05,
20218,Oaxaca,San Juan Teita,,,,Percent,0.05,
20219,Oaxaca,San Juan Teitipac,,,,Percent,0.05,
20220,Oaxaca,San Juan Tepeuxila,,,,Percent,0.05,
20221,Oaxaca,San Juan Teposcolula,,,,Percent,0.05,
20222,Oaxaca,San Juan Yaee,,,,Percent,0.05,
20223,Oaxaca,San Juan Yatzona,,,,Percent,0.05,
20224,Oaxaca,San Juan Yucuita,,,,Percent,0.05,
20225,Oaxaca,San Lorenzo,,,,Percent,0.05,
20226,Oaxaca,San Lorenzo Albarradas,,,,Percent,0.05,
20227,Oaxaca,San Lorenzo Cacaotepec,,,,Percent,0.05,
20228,Oaxaca,San Lorenzo Cuaunecuiltitla,,,,Percent,0.05,
20229,Oaxaca,San Lorenzo Texmelucan,,,,Percent,0.05,
20230,Oaxaca,San Lorenzo Victoria,,,,Percent,0.05,
20231,Oaxaca,San Lucas Camotlan,,,,Percent,0.05,
20232,Oaxaca,San Lucas Ojitlan,,,,Percent,0.05,
20233,Oaxaca,San Lucas Quiavini,,,,Percent,0.05,
20234,Oaxaca,San Lucas Zoquiapam,,,,Percent,0.05,
20235,Oaxaca,San Luis Amatlan,,,,Percent,0.05,
20236,Oaxaca,San Marcial Ozolotepec,,,,Percent,0.05,
20237,Oaxaca,San Marcos Arteaga,,,,Percent,0.05,
20238,Oaxaca,San Martin de los Cansecos,,,,Percent,0.05,
20239,Oaxaca,San Martin Huamelulpam,,,,Percent,0.05,
20240,Oaxaca,San Martin Itunyoso,,,,Percent,0.05,
20241,Oaxaca,San Martin Lachila,,,,Percent,0.05,
20242,Oaxaca,San Martin Peras,,,,Percent,0.05,
20243,Oaxaca,San Martin Tilcajete,,,,Percent,0.05,
20244,Oaxaca,San Martin Toxpalan,,,,Percent,0.05,
20245,Oaxaca,San Martin Zacatepec,,,,Percent,0.05,
20246,Oaxaca,San Mateo Cajonos,,,,Percent,0.05,
20247,Oaxaca,Capulalpam de Mendez,,,,Percent,0.05,
20248,Oaxaca,San Mateo del Mar,,,,Percent,0.05,
20249,Oaxaca,San Mateo Yoloxochitlan,,,,Percent,0.05,
20250,Oaxaca,San Mateo Etlatongo,,,,Percent,0.05,
20251,Oaxaca,San Mateo Nejapam,,,,Percent,0.05,
20252,Oaxaca,San Mateo Penasco,,,,Percent,0.05,
20253,Oaxaca,San Mateo Pinas,,,,Percent,0.05,
20254,Oaxaca,San Mateo Rio Hondo,,,,Percent,0.05,
20255,Oaxaca,San Mateo Sindihui,,,,Percent,0.05,
20256,Oaxaca,San Mateo Tlapiltepec,,,,Percent,0.05,
20257,Oaxaca,San Melchor Betaza,,,,Percent,0.05,
20258,Oaxaca,San Miguel Achiutla,,,,Percent,0.05,
20259,Oaxaca,San Miguel Ahuehuetitlan,,,,Percent,0.05,
20260,Oaxaca,San Miguel Aloapam,,,,Percent,0.05,
20261,Oaxaca,San Miguel Amatitlan,,,,Percent,0.05,
20262,Oaxaca,San Miguel Amatlan,,,,Percent,0.05,
20263,Oaxaca,San Miguel Coatlan,,,,Percent,0.05,
20264,Oaxaca,San Miguel Chicahua,,,,Percent,0.05,
20265,Oaxaca,San Miguel Chimalapa,,,,Percent,0.05,
20266,Oaxaca,San Miguel del Puerto,,,,Percent,0.05,
20267,Oaxaca,San Miguel del Rio,,,,Percent,0.05,
20268,Oaxaca,San Miguel Ejutla,,,,Percent,0.05,
20269,Oaxaca,San Miguel el Grande,,,,Percent,0.05,
20270,Oaxaca,San Miguel Huautla,,,,Percent,0.05,
20271,Oaxaca,San Miguel Mixtepec,,,,Percent,0.05,
20272,Oaxaca,San Miguel Panixtlahuaca,,,,Percent,0.05,
20273,Oaxaca,San Miguel Peras,,,,Percent,0.05,
20274,Oaxaca,San Miguel Piedras,,,,Percent,0.05,
20275,Oaxaca,San Miguel Quetzaltepec,,,,Percent,0.05,
20276,Oaxaca,San Miguel Santa Flor,,,,Percent,0.05,
20277,Oaxaca,Villa Sola de Vega,,,,Percent,0.05,
20278,Oaxaca,San Miguel Soyaltepec,,,,Percent,0.05,
20279,Oaxaca,San Miguel Suchixtepec,,,,Percent,0.05,
20280,Oaxaca,Villa Talea de Castro,,,,Percent,0.05,
20281,Oaxaca,San Miguel Tecomatlan,,,,Percent,0.05,
20282,Oaxaca,San Miguel Tenango,,,,Percent,0.05,
20283,Oaxaca,San Miguel Tequixtepec,,,,Percent,0.05,
20284,Oaxaca,San Miguel Tilquiapam,,,,Percent,0.05,
20285,Oaxaca,San Miguel Tlacamama,,,,Percent,0.05,
20286,Oaxaca,San Miguel Tlacotepec,,,,Percent,0.05,
20287,Oaxaca,San Miguel Tulancingo,,,,Percent,0.05,
20288,Oaxaca,San Miguel Yotao,,,,Percent,0.05,
20289,Oaxaca,San Nicolas,,,,Percent,0.05,
20290,Oaxaca,San Nicolas Hidalgo,,,,Percent,0.05,
20291,Oaxaca,San Pablo Coatlan,,,,Percent,0.05,
